MountainRange,year,yday,dayl..s.,prcp..mm.day.,srad..W.m.2.,swe..kg.m.2.,tmax..deg.c.,tmin..deg.c.,vp..Pa.,Date,Month,MeanNDVI
Nopa,2019,212,49824.47895,0,346.9210526,0,35.22315789,25.11473684,2055.423158,07/31/2019,7,0.123169
Nopa,2019,213,49722.08368,0,427.85,0,36.73894737,23.77842105,1651.021053,08/01/2019,8,0.11985
Nopa,2019,214,49617.98158,0,481.3547368,0,37.45473684,22.04842105,1382.57,08/02/2019,8,0.128951
Nopa,2019,215,49512.21526,0,482.8968421,0,38.73894737,22.89947368,1451.253158,08/03/2019,8,0.073612
Nopa,2019,216,49404.83895,0,461.4336842,0,38.47052632,23.68631579,1570.679474,08/04/2019,8,0.130942
Nopa,2019,217,49295.89105,0,458.5178947,0,39.38157895,24.48526316,1650.706316,08/05/2019,8,0.113249
Nopa,2019,218,49185.42316,0,376.0589474,0,35.83052632,24.58947368,1877.017368,08/06/2019,8,-0.00635
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/06/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/13/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/14/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/15/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/16/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/17/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/18/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/19/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/20/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/21/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/22/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/23/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/24/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/25/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/08/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/10/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/12/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/13/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/14/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/15/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/16/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/29/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/07/2019,8,NA
